DATE,NFCI
2019-03-22,-0.61278
2019-03-29,-0.61498
2019-04-05,-0.61904
2019-04-12,-0.62190
2019-04-19,-0.62715
2019-04-26,-0.62891
2019-05-03,-0.62736
2019-05-10,-0.62213
2019-05-17,-0.61410
2019-05-24,-0.60590
2019-05-31,-0.59680
2019-06-07,-0.59082
2019-06-14,-0.58749
2019-06-21,-0.58800
2019-06-28,-0.59070
2019-07-05,-0.59566
2019-07-12,-0.59895
2019-07-19,-0.60028
2019-07-26,-0.59996
2019-08-02,-0.59340
2019-08-09,-0.58244
2019-08-16,-0.56902
2019-08-23,-0.55635
2019-08-30,-0.54263
2019-09-06,-0.53139
2019-09-13,-0.51999
2019-09-20,-0.51159
2019-09-27,-0.50609
2019-10-04,-0.50602
2019-10-11,-0.51180
2019-10-18,-0.52615
2019-10-25,-0.54411
2019-11-01,-0.56071
2019-11-08,-0.57528
2019-11-15,-0.58367
2019-11-22,-0.58547
2019-11-29,-0.57892
2019-12-06,-0.56752
2019-12-13,-0.55531
2019-12-20,-0.54849
2019-12-27,-0.55150
2020-01-03,-0.56934
2020-01-10,-0.59746
2020-01-17,-0.63305
2020-01-24,-0.66141
2020-01-31,-0.67289
2020-02-07,-0.65573
2020-02-14,-0.59482
2020-02-21,-0.48566
2020-02-28,-0.32882
2020-03-06,-0.14465
2020-03-13,0.05205
2020-03-20,0.22809
2020-03-27,0.34846
2020-04-03,0.39958
2020-04-10,0.39681
2020-04-17,0.33683
2020-04-24,0.23744
2020-05-01,0.11511
2020-05-08,-0.00768
2020-05-15,-0.11286
2020-05-22,-0.20519
2020-05-29,-0.26675
2020-06-05,-0.30136
2020-06-12,-0.30841
2020-06-19,-0.30730
2020-06-26,-0.30188
2020-07-03,-0.30247
2020-07-10,-0.30482
2020-07-17,-0.34772
2020-07-24,-0.39091
2020-07-31,-0.43827
2020-08-07,-0.48249
2020-08-14,-0.51756
2020-08-21,-0.53838
2020-08-28,-0.54427
2020-09-04,-0.53697
2020-09-11,-0.51948
2020-09-18,-0.49809
2020-09-25,-0.47043
2020-10-02,-0.44826
2020-10-09,-0.43429
2020-10-16,-0.42976
2020-10-23,-0.44306
2020-10-30,-0.46406
2020-11-06,-0.49415
2020-11-13,-0.52889
2020-11-20,-0.55892
2020-11-27,-0.58373
2020-12-04,-0.60251
2020-12-11,-0.61267
2020-12-18,-0.61652
2020-12-25,-0.61423
2021-01-01,-0.61118
2021-01-08,-0.60790
2021-01-15,-0.60557
2021-01-22,-0.61129
2021-01-29,-0.61630
2021-02-05,-0.62587
2021-02-12,-0.63695
2021-02-19,-0.64551
2021-02-26,-0.65426
2021-03-05,-0.66400
2021-03-12,-0.67311
2021-03-19,-0.68397
2021-03-26,-0.69140
2021-04-02,-0.69994
2021-04-09,-0.70816
2021-04-16,-0.71705
2021-04-23,-0.71973
2021-04-30,-0.72235
2021-05-07,-0.72411
2021-05-14,-0.72541
2021-05-21,-0.72435
2021-05-28,-0.72679
2021-06-04,-0.73025
2021-06-11,-0.73275
2021-06-18,-0.73617
2021-06-25,-0.73738
2021-07-02,-0.73745
2021-07-09,-0.73355
2021-07-16,-0.73079
2021-07-23,-0.71625
2021-07-30,-0.70500
2021-08-06,-0.69255
2021-08-13,-0.68253
2021-08-20,-0.67406
2021-08-27,-0.67202
2021-09-03,-0.67284
2021-09-10,-0.67726
2021-09-17,-0.68535
2021-09-24,-0.69315
2021-10-01,-0.70158
2021-10-08,-0.70585
2021-10-15,-0.70705
2021-10-22,-0.69630
2021-10-29,-0.68058
2021-11-05,-0.65807
2021-11-12,-0.63332
2021-11-19,-0.60954
2021-11-26,-0.58953
2021-12-03,-0.57555
2021-12-10,-0.57312
2021-12-17,-0.57912
2021-12-24,-0.58820
2021-12-31,-0.60086
2022-01-07,-0.60931
2022-01-14,-0.61252
2022-01-21,-0.60074
2022-01-28,-0.58097
2022-02-04,-0.55337
2022-02-11,-0.51967
2022-02-18,-0.47955
2022-02-25,-0.44225
2022-03-04,-0.40932
2022-03-11,-0.38455
2022-03-18,-0.37276
2022-03-25,-0.36540
2022-04-01,-0.36314
2022-04-08,-0.36033
2022-04-15,-0.35486
2022-04-22,-0.34008
2022-04-29,-0.32319
2022-05-06,-0.30357
2022-05-13,-0.28318
2022-05-20,-0.25842
2022-05-27,-0.23379
2022-06-03,-0.20738
2022-06-10,-0.17993
2022-06-17,-0.15441
2022-06-24,-0.13533
2022-07-01,-0.12721
2022-07-08,-0.12941
2022-07-15,-0.14070
2022-07-22,-0.16422
2022-07-29,-0.18747
2022-08-05,-0.20664
2022-08-12,-0.21859
2022-08-19,-0.21850
2022-08-26,-0.20349
2022-09-02,-0.17607
2022-09-09,-0.14067
2022-09-16,-0.10140
2022-09-23,-0.06501
2022-09-30,-0.03843
2022-10-07,-0.02873
2022-10-14,-0.03074
2022-10-21,-0.05380
2022-10-28,-0.08303
2022-11-04,-0.11973
2022-11-11,-0.15566
2022-11-18,-0.18300
2022-11-25,-0.20284
2022-12-02,-0.21249
2022-12-09,-0.21479
